,District_Ang Mo Kio,District_Bedok,District_Bishan,District_Bukit Batok,District_Bukit Merah,District_Bukit Panjang,District_Bukit Timah,District_Central,District_Choa Chu Kang,District_Clementi,District_Geylang,District_Hougang,District_Jurong East,District_Jurong West,District_Kallang/ Whampoa,District_Marine Parade,District_Pasir Ris,District_Punggol,District_Queenstown,District_Sembawang,District_Sengkang,District_Serangoon,District_Tampines,District_Toa Payoh,District_Woodlands,District_Yishun,RoomType_Executive,RoomType_Room3,RoomType_Room4,RoomType_Room5,GDP In Chained (2015) Dollars,Total Unemployment Rate,Total Demand,Total Domestic Demand,Government Securities - 2-Year Bond Yield
2689,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.0730822177456063,-0.9056667611811494,-0.7239833298006194,-0.9354026540188628,0.08320134171118831
587,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.1629281775630425,0.691921043397386,-0.23857531029401005,-0.5940225773001097,0.06271201980269525
1424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.9002198604617857,-0.5506472490525861,0.19829190726193835,-0.3537921529424686,-0.7619832081437673
1715,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.6834531456122263,-0.5506472490525861,0.5866183228672257,0.619773251033235,-1.151280333625332
1429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.9002198604617857,-0.5506472490525861,0.19829190726193835,-0.3537921529424686,-0.7619832081437673
4138,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1.577181478166972,-0.1956277369240224,-0.23857531029401005,-0.9480463605640018,0.3239508806669543
105,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.5418866446583812,-0.3731374929883043,-0.22239504297712306,-0.16413655476538347,2.1628675669026642
2602,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.09678104174078157,-1.0831765172454308,-0.15767397370957517,-0.2273550874910785,0.17540329260445628
1311,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.9477179159302331,-0.5506472490525861,-0.40037798346287984,-0.6698848165709437,-0.7466162163282226
153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1.5418866446583812,-0.3731374929883043,-0.22239504297712306,-0.16413655476538347,2.1628675669026642
3899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,-0.9797482782726068,-0.3731374929883043,1.0234855404231742,-0.02505578276885439,1.5686772177260708
3445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,-0.541475535969678,0.691921043397386,0.004128699459294604,0.2531057612242037,0.5442110961775278
4729,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1.696602828722521,-1.2606862733097128,0.39245511506458214,-0.5434477511195537,2.045053964007955
1783,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5126513506655517,1.2244503115902308,0.24683270921259926,0.3921865332207329,-1.0898123663631534
4325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,-1.8067495835183371,3.354567384361611,-2.277288992221769,-1.365288676553589,-1.0539560526391156
2633,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.09678104174078157,-1.0831765172454308,-0.15767397370957517,-0.2273550874910785,0.17540329260445628
1183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.9293902420970468,1.4019600676545128,-0.7725241317512803,-0.3032173267619125,-0.7927171917748566
1904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.389930552467006,-0.1956277369240224,0.32773404579703413,-0.16413655476538347,-1.0334667307306227
3122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.28639209080665445,0.691921043397386,0.06884976872684256,-0.4675855118487196,-0.06022391472166204
3150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,-0.28639209080665445,0.691921043397386,0.06884976872684256,-0.4675855118487196,-0.06022391472166204
1690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.8358689725977463,-0.7281570051168675,0.4895367189659039,0.1519561088630917,-1.0795677061772564
4024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1.0112620838521882,1.046940555525949,2.722413608696307,2.0105809709985256,1.123034455075276
3908,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1.1127230135807502,-0.7281570051168675,1.4118119560284617,-0.3917232725778856,1.3689063241239903
1567,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.6979042599355298,-0.5506472490525861,0.6189788575009999,-0.1262054351299664,-1.0283443991009749
4531,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1.7560453510116416,1.046940555525949,0.8455025999374173,1.3278208175610193,-0.7773501999593119
2885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.27170197055868106,-0.5506472490525861,0.2630129765294862,-0.15149284822024445,0.35468486429804363
1084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.966191325083339,-0.3731374929883043,-0.7725241317512803,-0.32850473985219053,-0.7517385464211711
2827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,-0.09493668632086477,0.691921043397386,-0.20621477566023608,0.2151746415887867,0.32907321075990253
2777,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.09493668632086477,0.691921043397386,-0.20621477566023608,0.2151746415887867,0.32907321075990253
68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1.6356177730183674,-0.7281570051168675,-1.3873742897929855,0.06345016304711862,2.8646268603247695
2758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,-0.0730822177456063,-0.9056667611811494,-0.7239833298006194,-0.9354026540188628,0.08320134171118831
2143,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.2787986269085275,1.046940555525949,-0.5621806566317497,-0.6066662838452487,-0.9924880853769371
3541,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.7104468952981522,-0.7281570051168675,0.24683270921259926,0.670348077213791,1.1486461070767175
1403,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.9002198604617857,-0.5506472490525861,0.19829190726193835,-0.3537921529424686,-0.7619832081437673
2853,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.27170197055868106,-0.5506472490525861,0.2630129765294862,-0.15149284822024445,0.35468486429804363
2075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.34376743252902886,-0.7281570051168675,-0.6592622605330714,-0.5560914576646926,-1.0898123663631534
1621,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.8358689725977463,-0.7281570051168675,0.4895367189659039,0.1519561088630917,-1.0795677061772564
2417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.1464126622928627,-0.9056667611811494,0.16593137262816438,0.27839317431448174,-0.8183288453129973
3717,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.8633815400225894,0.8694307994616679,0.16593137262816438,-0.2905736202167735,1.4918422586483475
2865,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.27170197055868106,-0.5506472490525861,0.2630129765294862,-0.15149284822024445,0.35468486429804363
112,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.5418866446583812,-0.3731374929883043,-0.22239504297712306,-0.16413655476538347,2.1628675669026642
2390,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.1464126622928627,-0.9056667611811494,0.16593137262816438,0.27839317431448174,-0.8183288453129973
1842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.5126513506655517,1.2244503115902308,0.24683270921259926,0.3921865332207329,-1.0898123663631534
1483,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.8319749248494747,0.8694307994616679,0.5218972535996779,-0.3032173267619125,-1.1768919871634729
2601,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.09678104174078157,-1.0831765172454308,-0.15767397370957517,-0.2273550874910785,0.17540329260445628
2152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.2787986269085275,1.046940555525949,-0.5621806566317497,-0.6066662838452487,-0.9924880853769371
2395,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1464126622928627,-0.9056667611811494,0.16593137262816438,0.27839317431448174,-0.8183288453129973
3032,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.28484729641549855,-1.0831765172454308,0.9749447384725133,0.531267305217262,0.14466930897336697
3814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-0.9435243071531998,-0.7281570051168675,0.6189788575009999,-1.0365523063799746,1.5942888697275122
4547,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1.7560453510116416,1.046940555525949,0.8455025999374173,1.3278208175610193,-0.7773501999593119
42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.6356177730183674,-0.7281570051168675,-1.3873742897929855,0.06345016304711862,2.8646268603247695
1484,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.8319749248494747,0.8694307994616679,0.5218972535996779,-0.3032173267619125,-1.1768919871634729
4310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-1.8067495835183371,3.354567384361611,-2.277288992221769,-1.365288676553589,-1.0539560526391156
4414,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1.8639536112934805,0.33690153126882233,-0.9828676068708111,-0.06298690240427138,-0.8132065136833498
1854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.5126513506655517,1.2244503115902308,0.24683270921259926,0.3921865332207329,-1.0898123663631534
3568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.7104468952981522,-0.7281570051168675,0.24683270921259926,0.670348077213791,1.1486461070767175
2516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.09199509383459627,0.691921043397386,-0.30329637956155797,-0.3917232725778856,-0.664658927157551
167,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.4853704875932614,0.691921043397386,-0.33565691419533195,0.43011765285614983,1.9630966733005835
4582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,-1.7560453510116416,1.046940555525949,0.8455025999374173,1.3278208175610193,-0.7773501999593119
2957,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.1693666289105967,-1.0831765172454308,0.21447217457882528,-0.23999879403621746,0.057589688173047555
3889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-0.9797482782726068,-0.3731374929883043,1.0234855404231742,-0.02505578276885439,1.5686772177260708
2392,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.1464126622928627,-0.9056667611811494,0.16593137262816438,0.27839317431448174,-0.8183288453129973
3347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.6187910378938325,-0.9056667611811494,-0.8534254683357152,0.27839317431448174,0.41103049993057444
2916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,-0.27170197055868106,-0.5506472490525861,0.2630129765294862,-0.15149284822024445,0.35468486429804363
891,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.8902457351664352,-0.01811798085974057,0.1821116399450513,-0.5181603380292756,-0.5570899844487384
2403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1464126622928627,-0.9056667611811494,0.16593137262816438,0.27839317431448174,-0.8183288453129973
1757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.6834531456122263,-0.5506472490525861,0.5866183228672257,0.619773251033235,-1.151280333625332
969,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0471502100055037,-0.3731374929883043,-0.27093584492778405,-0.4802292183938586,-0.5519676528190907
54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1.6356177730183674,-0.7281570051168675,-1.3873742897929855,0.06345016304711862,2.8646268603247695
4274,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1.8067495835183371,3.354567384361611,-2.277288992221769,-1.365288676553589,-1.0539560526391156
325,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.4762591153918396,-0.1956277369240224,0.9749447384725133,0.1898872284985087,0.3085838888514097
2470,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.09199509383459627,0.691921043397386,-0.30329637956155797,-0.3917232725778856,-0.664658927157551
1851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.5126513506655517,1.2244503115902308,0.24683270921259926,0.3921865332207329,-1.0898123663631534
2125,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.2787986269085275,1.046940555525949,-0.5621806566317497,-0.6066662838452487,-0.9924880853769371
2991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,-0.1693666289105967,-1.0831765172454308,0.21447217457882528,-0.23999879403621746,0.057589688173047555
2303,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2312772537888932,-1.0831765172454308,-0.14149370639268818,-0.37907956603274656,-0.7875948616819082
4140,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1.577181478166972,-0.1956277369240224,-0.23857531029401005,-0.9480463605640018,0.3239508806669543
3834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,-0.9435243071531998,-0.7281570051168675,0.6189788575009999,-1.0365523063799746,1.5942888697275122
4046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,-1.0112620838521882,1.046940555525949,2.722413608696307,2.0105809709985256,1.123034455075276
3812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-0.9435243071531998,-0.7281570051168675,0.6189788575009999,-1.0365523063799746,1.5942888697275122
314,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.4762591153918396,-0.1956277369240224,0.9749447384725133,0.1898872284985087,0.3085838888514097
1110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.966191325083339,-0.3731374929883043,-0.7725241317512803,-0.32850473985219053,-0.7517385464211711
188,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.4853704875932614,0.691921043397386,-0.33565691419533195,0.43011765285614983,1.9630966733005835
3330,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.6187910378938325,-0.9056667611811494,-0.8534254683357152,0.27839317431448174,0.41103049993057444
4651,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1.7143825377528061,-1.0831765172454308,0.9587644711556264,2.1875928626304715,0.6517800388863405
1074,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.966191325083339,-0.3731374929883043,-0.7725241317512803,-0.32850473985219053,-0.7517385464211711
3147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,-0.28639209080665445,0.691921043397386,0.06884976872684256,-0.4675855118487196,-0.06022391472166204
2174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.2787986269085275,1.046940555525949,-0.5621806566317497,-0.6066662838452487,-0.9924880853769371
3121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.28639209080665445,0.691921043397386,0.06884976872684256,-0.4675855118487196,-0.06022391472166204
2486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.09199509383459627,0.691921043397386,-0.30329637956155797,-0.3917232725778856,-0.664658927157551
4470,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1.7000713293366259,-0.5506472490525861,0.6027985901841126,1.555407535373521,-0.833695837128542
4692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-1.7143825377528061,-1.0831765172454308,0.9587644711556264,2.1875928626304715,0.6517800388863405
781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.6613946475890784,1.7569795797830763,-1.2741124185747765,-1.8836806449042884,-0.6697812572504994
958,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0471502100055037,-0.3731374929883043,-0.27093584492778405,-0.4802292183938586,-0.5519676528190907
4117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-1.3741663481050983,-0.1956277369240224,2.4797095989430025,2.4783981131686685,0.9335082216590926
1644,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.8358689725977463,-0.7281570051168675,0.4895367189659039,0.1519561088630917,-1.0795677061772564
800,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.09444344720925849,2.8220381161687658,-2.406731130756865,-3.26184465832444,-0.6492919353420064
4043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,-1.0112620838521882,1.046940555525949,2.722413608696307,2.0105809709985256,1.123034455075276
3895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,-0.9797482782726068,-0.3731374929883043,1.0234855404231742,-0.02505578276885439,1.5686772177260708
263,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.4548943174915132,-0.3731374929883043,-0.8534254683357152,-0.21471138094593947,1.5481878942808787
2442,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.09199509383459627,0.691921043397386,-0.30329637956155797,-0.3917232725778856,-0.664658927157551
183,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.4853704875932614,0.691921043397386,-0.33565691419533195,0.43011765285614983,1.9630966733005835
3360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,-0.6187910378938325,-0.9056667611811494,-0.8534254683357152,0.27839317431448174,0.41103049993057444
4390,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1.8639536112934805,0.33690153126882233,-0.9828676068708111,-0.06298690240427138,-0.8132065136833498
480,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.1606080712699107,2.111999091911639,2.576791202844324,2.554260352439503,0.5134771125464385
3106,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.28639209080665445,0.691921043397386,0.06884976872684256,-0.4675855118487196,-0.06022391472166204
4580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,-1.7560453510116416,1.046940555525949,0.8455025999374173,1.3278208175610193,-0.7773501999593119
1604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.6979042599355298,-0.5506472490525861,0.6189788575009999,-0.1262054351299664,-1.0283443991009749
467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1.2471981689537979,0.5144112873331042,1.2014684809089309,1.0117281539325442,0.31882854903730645
497,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.1606080712699107,2.111999091911639,2.576791202844324,2.554260352439503,0.5134771125464385
3989,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1.0112620838521882,1.046940555525949,2.722413608696307,2.0105809709985256,1.123034455075276
3836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,-0.9435243071531998,-0.7281570051168675,0.6189788575009999,-1.0365523063799746,1.5942888697275122
2408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.1464126622928627,-0.9056667611811494,0.16593137262816438,0.27839317431448174,-0.8183288453129973
244,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.4548943174915132,-0.3731374929883043,-0.8534254683357152,-0.21471138094593947,1.5481878942808787
897,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.8902457351664352,-0.01811798085974057,0.1821116399450513,-0.5181603380292756,-0.5570899844487384
1825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5126513506655517,1.2244503115902308,0.24683270921259926,0.3921865332207329,-1.0898123663631534
3608,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.7277660807174894,-0.7281570051168675,0.3115537784801472,0.31632429394989875,1.54306556418793
2796,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.09493668632086477,0.691921043397386,-0.20621477566023608,0.2151746415887867,0.32907321075990253
2769,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.09493668632086477,0.691921043397386,-0.20621477566023608,0.2151746415887867,0.32907321075990253
3737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-0.8633815400225894,0.8694307994616679,0.16593137262816438,-0.2905736202167735,1.4918422586483475
163,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.4853704875932614,0.691921043397386,-0.33565691419533195,0.43011765285614983,1.9630966733005835
1320,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.9477179159302331,-0.5506472490525861,-0.40037798346287984,-0.6698848165709437,-0.7466162163282226
3605,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.7277660807174894,-0.7281570051168675,0.3115537784801472,0.31632429394989875,1.54306556418793
3023,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.28484729641549855,-1.0831765172454308,0.9749447384725133,0.531267305217262,0.14466930897336697
